<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;Žòêðûòèå 10-09;Œàêñèìóì 10-09;Œèíèìóì 10-09;‡àêðûòèå 10-09;Žòêðûòèå 10-10;Œàêñèìóì 10-10;Œèíèìóì 10-10;‡àêðûòèå 10-10;Žòêðûòèå 12-11;Œàêñèìóì 12-11;Œèíèìóì 12-11;‡àêðûòèå 12-11;Žòêðûòèå 10-12;Œàêñèìóì 10-12;Œèíèìóì 10-12;‡àêðûòèå 10-12
SPFB,RTS-12,18;1;10,09,2018;21:59;103180;103180;103180;103180;1;;103180,00;103180;103180;103180;114330;114330;114240;114240;111270;111270;111210;111260;113380;113410;113330;113340
SPFB,RTS-12,18;1;10,09,2018;22:07;103150;103150;103150;103150;4;;103150,00;103150;103150;103150;114250;114280;114190;114250;111250;111280;111200;111280;113330;113340;113120;113150
SPFB,RTS-12,18;1;10,09,2018;22:08;103150;103150;103150;103150;1;;103150,00;103150;103150;103150;114250;114280;114200;114200;111270;111330;111260;111310;113140;113270;113140;113250
SPFB,RTS-12,18;1;10,09,2018;22:13;103170;103170;103170;103170;1;;103170,00;103170;103170;103170;114190;114190;114060;114070;111320;111320;111220;111270;113250;113270;113200;113270
SPFB,RTS-12,18;1;10,09,2018;22:14;103160;103160;103160;103160;2;;103160,00;103160;103160;103160;114080;114110;114050;114110;111270;111310;111250;111300;113270;113460;113250;113430
SPFB,RTS-12,18;1;10,09,2018;22:27;103100;103100;103100;103100;3;;103100,00;103100;103100;103100;114100;114100;113880;113900;111300;111320;111280;111300;113430;113540;113410;113520
SPFB,RTS-12,18;1;10,09,2018;22:31;103100;103100;103100;103100;1;;103100,00;103100;103100;103100;113890;113960;113850;113960;111290;111350;111290;111300;113510;113530;113440;113490
SPFB,RTS-12,18;1;10,09,2018;22:33;103070;103070;103070;103070;1;;103070,00;103070;103070;103070;113960;114030;113930;113990;111300;111310;111260;111280;113500;113640;113500;113620
SPFB,RTS-12,18;1;10,09,2018;22:34;103100;103100;103100;103100;1;;103100,00;103100;103100;103100;113990;114030;113920;113980;111290;111300;111240;111240;113610;113850;113590;113800
SPFB,RTS-12,18;1;10,09,2018;22:35;103100;103100;103100;103100;3;;103100,00;103100;103100;103100;113970;113980;113880;113920;111240;111250;111160;111210;113810;113810;113720;113750
SPFB,RTS-12,18;1;10,09,2018;22:36;103100;103100;103100;103100;1;;103100,00;103100;103100;103100;113910;114030;113730;113740;111210;111250;111180;111210;113730;113820;113730;113800
SPFB,RTS-12,18;1;10,09,2018;22:37;103100;103100;103100;103100;1;;103100,00;103100;103100;103100;113730;113790;113560;113580;111200;111240;111160;111240;113790;113800;113700;113740
SPFB,RTS-12,18;1;10,09,2018;22:38;103080;103080;103080;103080;1;;103080,00;103080;103080;103080;113590;113610;113490;113580;111220;111280;111220;111250;113740;113790;113720;113760
SPFB,RTS-12,18;1;10,09,2018;22:41;103050;103050;103050;103050;1;;103050,00;103050;103050;103050;113580;113580;113230;113350;111250;111320;111240;111300;113760;113790;113730;113750
SPFB,RTS-12,18;1;10,09,2018;22:46;103040;103040;103040;103040;1;;103040,00;103040;103040;103040;113360;113530;113350;113490;111300;111300;111260;111260;113750;113840;113750;113770
SPFB,RTS-12,18;1;10,09,2018;23:00;103010;103010;103010;103010;3;;103010,00;103010;103010;103010;113490;113620;113460;113580;111280;111300;111250;111250;113770;113770;113700;113750
SPFB,RTS-12,18;1;10,09,2018;23:01;103060;103090;103060;103090;8;;103060,00;103090;103060;103090;113570;113700;113560;113700;111250;111280;111230;111260;113740;113770;113640;113680
SPFB,RTS-12,18;1;10,09,2018;23:02;103010;103010;103010;103010;2;;103010,00;103010;103010;103010;113690;113720;113490;113550;111270;111320;111260;111290;113680;113720;113620;113710
SPFB,RTS-12,18;1;10,09,2018;23:06;103050;103050;103050;103050;6;;103050,00;103050;103050;103050;113550;113680;113530;113670;111280;111310;111280;111280;113690;113690;113630;113650
SPFB,RTS-12,18;1;10,09,2018;23:07;103030;103030;103030;103030;4;;103030,00;103030;103030;103030;113670;113790;113670;113740;111290;111340;111260;111280;113650;113680;113580;113620
SPFB,RTS-12,18;1;10,09,2018;23:19;103050;103050;103050;103050;1;;103050,00;103050;103050;103050;113740;113740;113570;113580;111290;111300;111270;111280;113590;113590;113530;113550
SPFB,RTS-12,18;1;10,09,2018;23:20;103040;103040;103040;103040;1;;103040,00;103040;103040;103040;113570;113590;113520;113580;111280;111280;111190;111200;113550;113690;113530;113620
SPFB,RTS-12,18;1;10,09,2018;23:23;103110;103110;103090;103090;4;;103110,00;103110;103090;103090;113570;113600;113500;113530;111200;111220;111180;111210;113610;113640;113550;113570
SPFB,RTS-12,18;1;10,09,2018;23:27;103130;103140;103130;103140;10;;103130,00;103140;103130;103140;113520;113530;113380;113430;111210;111270;111190;111210;113560;113580;113520;113530
SPFB,RTS-12,18;1;10,09,2018;23:28;103100;103100;103100;103100;1;;103100,00;103100;103100;103100;113440;113480;113380;113410;111200;111240;111160;111180;113550;113580;113490;113550
SPFB,RTS-12,18;1;10,09,2018;23:40;103080;103080;103080;103080;2;;103080,00;103080;103080;103080;113410;113460;113350;113380;111170;111230;111170;111220;113550;113560;113390;113460
SPFB,RTS-12,18;1;10,09,2018;23:48;103000;103020;103000;103020;2;;103000,00;103020;103000;103020;113390;113540;113310;113540;111220;111310;111180;111300;113460;113570;113450;113530
SPFB,RTS-12,18;1;10,09,2018;23:49;103000;103000;103000;103000;13;;103000,00;103000;103000;103000;113530;113580;113490;113510;111290;111310;111240;111250;113530;113560;113500;113520
SPFB,RTS-12,18;1;10,09,2018;23:50;102960;103230;102680;102680;65;;102960,00;103230;102680;102680;113500;113610;113450;113590;111250;111290;111230;111230;113530;113560;113510;113520
SPFB,RTS-12,18;1;10,10,2018;10:01;116080;116480;116080;116340;2971;;;;;;113580;113610;113490;113490;111250;111260;111230;111250;113520;113530;113460;113520
SPFB,RTS-12,18;1;10,10,2018;10:02;116340;116470;116270;116310;2840;;;;;;113500;113560;113480;113560;111250;111290;111220;111220;113510;113540;113400;113450
SPFB,RTS-12,18;1;10,10,2018;10:03;116310;116460;116310;116440;1117;;;;;;113540;113700;113530;113690;111220;111260;111200;111200;113440;113490;113330;113360
SPFB,RTS-12,18;1;10,10,2018;10:04;116440;116450;116270;116330;922;;;;;;113690;113730;113580;113630;111200;111240;111190;111230;113360;113390;113280;113390
SPFB,RTS-12,18;1;10,10,2018;10:05;116320;116320;116210;116220;1079;;;;;;113640;113650;113530;113590;111240;111280;111220;111240;113380;113420;113330;113330
SPFB,RTS-12,18;1;10,10,2018;10:06;116230;116260;116070;116100;1901;;;;;;113580;113610;113470;113570;111240;111280;111230;111260;113330;113330;113260;113310
SPFB,RTS-12,18;1;10,10,2018;10:07;116100;116130;116020;116100;1422;;;;;;113570;113600;113490;113500;111250;111280;111170;111190;113310;113370;113270;113280
SPFB,RTS-12,18;1;10,10,2018;10:08;116120;116160;115880;115900;2758;;;;;;113600;113600;113490;113540;111170;111250;110790;110930;113250;113250;112630;112860
SPFB,RTS-12,18;1;10,10,2018;10:09;115890;115900;115670;115690;3689;;;;;;113550;113670;113530;113600;110930;110960;110900;110960;112860;112870;112400;112690
SPFB,RTS-12,18;1;10,10,2018;10:10;115700;115780;115590;115760;2440;;;;;;113600;113660;113560;113650;110960;110970;110910;110910;112680;112680;112570;112640
SPFB,RTS-12,18;1;10,10,2018;10:11;115760;115890;115760;115820;1657;;;;;;113630;113630;113560;113610;110920;111020;110900;111000;112630;112660;112540;112550
SPFB,RTS-12,18;1;10,10,2018;10:12;115840;115850;115670;115680;1354;;;;;;113610;113640;113550;113570;110990;111030;110910;110920;112540;112630;112480;112540
SPFB,RTS-12,18;1;10,10,2018;10:13;115680;115690;115510;115560;2893;;;;;;113580;113590;113460;113460;110920;110970;110870;110960;112550;112740;112480;112700
SPFB,RTS-12,18;1;10,10,2018;10:14;115560;115640;115480;115520;1826;;;;;;113460;113500;113360;113390;110950;110980;110920;110970;112700;112750;112680;112720
SPFB,RTS-12,18;1;10,10,2018;10:15;115530;115600;115510;115570;556;;;;;;113380;113400;113270;113300;110950;110970;110930;110960;112730;112730;112650;112670
SPFB,RTS-12,18;1;10,10,2018;10:16;115590;115610;115550;115610;987;;;;;;113310;113380;113300;113330;110960;111020;110960;110990;112660;112730;112630;112680
SPFB,RTS-12,18;1;10,10,2018;10:17;115610;115640;115200;115370;5817;;;;;;113340;113350;113300;113320;111000;111000;110950;110990;112690;112690;112600;112620
SPFB,RTS-12,18;1;10,10,2018;10:18;115350;115520;115350;115470;1977;;;;;;113320;113430;113320;113420;110980;110990;110950;110950;112610;112610;112500;112580
SPFB,RTS-12,18;1;10,10,2018;10:19;115470;115550;115470;115530;540;;;;;;113420;113560;113410;113540;110960;110960;110930;110940;112570;112660;112560;112640
SPFB,RTS-12,18;1;10,10,2018;10:20;115520;115550;115450;115470;739;;;;;;113530;113560;113500;113530;110930;110930;110850;110870;112630;112640;112570;112610
SPFB,RTS-12,18;1;10,10,2018;10:21;115470;115580;115420;115580;715;;;;;;113530;113580;113510;113580;110880;110900;110830;110850;112600;112620;112480;112520
SPFB,RTS-12,18;1;10,10,2018;10:22;115580;115740;115530;115610;1852;;;;;;113570;113600;113520;113560;110830;110840;110760;110780;112520;112610;112450;112610
SPFB,RTS-12,18;1;10,10,2018;10:23;115610;115660;115530;115580;1386;;;;;;113550;113660;113520;113570;110770;110770;110630;110680;112600;112610;112470;112590
SPFB,RTS-12,18;1;10,10,2018;10:24;115570;115690;115530;115680;475;;;;;;113570;113640;113560;113620;110660;110700;110570;110590;112580;112610;112560;112580
SPFB,RTS-12,18;1;10,10,2018;10:25;115670;115670;115560;115630;751;;;;;;113620;113640;113560;113580;110590;110610;110530;110560;112590;112590;112480;112500
SPFB,RTS-12,18;1;10,10,2018;10:26;115630;115640;115470;115510;1137;;;;;;113580;113590;113550;113580;110550;110570;110500;110510;112490;112520;112400;112480
SPFB,RTS-12,18;1;10,10,2018;10:27;115500;115520;115380;115410;1479;;;;;;113580;113630;113580;113610;110510;110550;110470;110540;112470;112540;112450;112520
SPFB,RTS-12,18;1;10,10,2018;10:28;115420;115500;115410;115430;692;;;;;;113610;113630;113560;113570;110550;110590;110500;110570;112510;112600;112450;112590
SPFB,RTS-12,18;1;10,10,2018;10:29;115430;115490;115430;115480;313;;;;;;113570;113600;113550;113570;110570;110630;110570;110600;112590;112600;112520;112570
SPFB,RTS-12,18;1;10,10,2018;10:30;115490;115520;115440;115510;785;;;;;;113580;113600;113560;113560;110590;110660;110580;110620;112570;112600;112490;112550
SPFB,RTS-12,18;1;10,10,2018;10:31;115510;115540;115280;115300;2813;;;;;;113550;113560;113520;113530;110640;110660;110590;110640;112520;112540;112460;112460
SPFB,RTS-12,18;1;10,10,2018;10:32;115290;115320;115250;115300;999;;;;;;113520;113540;113450;113490;110630;110660;110590;110590;112470;112510;112370;112430
SPFB,RTS-12,18;1;10,10,2018;10:33;115310;115320;115110;115140;2431;;;;;;113500;113500;113470;113480;110600;110660;110590;110650;112430;112520;112370;112500
SPFB,RTS-12,18;1;10,10,2018;10:34;115130;115130;114840;114900;5984;;;;;;113480;113530;113470;113520;110650;110710;110610;110640;112490;112530;112470;112530
SPFB,RTS-12,18;1;10,10,2018;10:35;114900;114980;114880;114960;1198;;;;;;113520;113580;113510;113570;110640;110640;110600;110610;112530;112540;112460;112530
SPFB,RTS-12,18;1;10,10,2018;10:36;114950;114960;114860;114860;1362;;;;;;113560;113560;113500;113560;110620;110670;110610;110650;112530;112560;112510;112540
SPFB,RTS-12,18;1;10,10,2018;10:37;114860;114900;114770;114830;2199;;;;;;113560;113570;113490;113500;110640;110640;110580;110600;112540;112570;112490;112560
SPFB,RTS-12,18;1;10,10,2018;10:38;114820;115000;114760;114910;1697;;;;;;113490;113520;113470;113500;110610;110650;110590;110640;112550;112590;112520;112580
SPFB,RTS-12,18;1;10,10,2018;10:39;114910;114970;114870;114950;543;;;;;;113500;113540;113490;113530;110650;110650;110570;110590;112580;112600;112550;112600
SPFB,RTS-12,18;1;10,10,2018;10:40;114930;114970;114860;114910;608;;;;;;113520;113550;113510;113520;110590;110620;110570;110600;112600;112620;112550;112570
SPFB,RTS-12,18;1;10,10,2018;10:41;114900;115000;114890;114990;516;;;;;;113510;113510;113470;113510;110580;110590;110540;110570;112590;112590;112550;112550
SPFB,RTS-12,18;1;10,10,2018;10:42;114990;114990;114880;114930;608;;;;;;113520;113540;113490;113500;110570;110630;110570;110630;112550;112550;112410;112440
SPFB,RTS-12,18;1;10,10,2018;10:43;114920;114940;114840;114870;530;;;;;;113520;113560;113500;113530;110640;110680;110620;110670;112440;112570;112440;112570
SPFB,RTS-12,18;1;10,10,2018;10:44;114880;114960;114850;114950;970;;;;;;113530;113570;113520;113550;110670;110780;110660;110740;112570;112600;112540;112580
SPFB,RTS-12,18;1;10,10,2018;10:45;114950;114960;114860;114890;449;;;;;;113560;113560;113450;113470;110750;110810;110750;110760;112580;112720;112570;112660
SPFB,RTS-12,18;1;10,10,2018;10:46;114900;115050;114870;115020;1494;;;;;;113480;113540;113460;113530;110760;110760;110710;110720;112660;112680;112630;112640
SPFB,RTS-12,18;1;10,10,2018;10:47;115020;115090;115010;115060;735;;;;;;113520;113530;113500;113510;110710;110730;110680;110730;112650;112720;112640;112660
SPFB,RTS-12,18;1;10,10,2018;10:48;115080;115120;115020;115060;863;;;;;;113520;113520;113480;113520;110740;110750;110720;110740;112650;112690;112640;112650
SPFB,RTS-12,18;1;10,10,2018;10:49;115070;115080;115000;115020;489;;;;;;113520;113550;113510;113540;110740;110840;110730;110830;112650;112670;112640;112640
SPFB,RTS-12,18;1;10,10,2018;10:50;115010;115080;114980;114990;678;;;;;;113540;113550;113460;113460;110830;110850;110770;110790;112640;112670;112630;112650
SPFB,RTS-12,18;1;10,10,2018;10:51;114970;114990;114880;114940;1040;;;;;;113460;113470;113400;113450;110780;110790;110760;110770;112640;112670;112600;112630
SPFB,RTS-12,18;1;10,10,2018;10:52;114930;115010;114920;115010;430;;;;;;113440;113510;113390;113400;110770;110860;110760;110770;112630;112670;112610;112640
SPFB,RTS-12,18;1;10,10,2018;10:53;115010;115090;115010;115030;500;;;;;;113400;113490;113400;113460;110760;110820;110760;110800;112640;112740;112610;112730
SPFB,RTS-12,18;1;10,10,2018;10:54;115020;115050;114960;114990;556;;;;;;113450;113480;113440;113470;110800;110850;110790;110820;112730;112740;112620;112650
SPFB,RTS-12,18;1;10,10,2018;10:55;115020;115030;115000;115020;175;;;;;;113470;113470;113420;113450;110820;110940;110800;110920;112640;112670;112640;112650
SPFB,RTS-12,18;1;10,10,2018;10:56;115000;115060;114960;114990;1036;;;;;;113460;113520;113450;113500;110920;110950;110880;110880;112670;112680;112620;112630
SPFB,RTS-12,18;1;10,10,2018;10:57;114990;115060;114990;115060;254;;;;;;113510;113540;113490;113510;110890;110910;110870;110870;112620;112690;112610;112690
SPFB,RTS-12,18;1;10,10,2018;10:58;115060;115110;114980;115110;745;;;;;;113500;113530;113480;113530;110880;110890;110840;110850;112690;112690;112650;112660
SPFB,RTS-12,18;1;10,10,2018;10:59;115110;115110;115050;115070;422;;;;;;113540;113620;113540;113590;110840;110850;110820;110840;112680;112740;112680;112710
SPFB,RTS-12,18;1;10,10,2018;11:00;115080;115160;115080;115130;742;;;;;;113600;113650;113580;113630;110830;110830;110800;110820;112710;112750;112690;112730
SPFB,RTS-12,18;1;10,10,2018;11:01;115130;115150;115040;115130;1069;;;;;;113630;113640;113580;113580;110820;110860;110800;110860;112740;112770;112710;112720
SPFB,RTS-12,18;1;10,10,2018;11:02;115120;115130;115010;115060;944;;;;;;113570;113620;113560;113610;110850;110960;110840;110930;112720;112770;112710;112750
SPFB,RTS-12,18;1;10,10,2018;11:03;115070;115160;115050;115160;461;;;;;;113610;113620;113580;113610;110930;110950;110910;110940;112740;112770;112710;112730
SPFB,RTS-12,18;1;10,10,2018;11:04;115160;115160;115030;115030;406;;;;;;113620;113640;113600;113620;110950;110990;110940;110960;112730;112750;112680;112710
SPFB,RTS-12,18;1;10,10,2018;11:05;115030;115030;114720;114820;3964;;;;;;113620;113630;113610;113620;110970;110990;110910;110980;112700;112700;112600;112600
SPFB,RTS-12,18;1;10,10,2018;11:06;114830;114890;114790;114800;1315;;;;;;113620;113630;113540;113560;110970;111060;110970;110980;112610;112610;112500;112560
SPFB,RTS-12,18;1;10,10,2018;11:07;114790;114790;114680;114750;1926;;;;;;113580;113600;113560;113560;110980;110990;110950;110960;112550;112590;112550;112580
SPFB,RTS-12,18;1;10,10,2018;11:08;114750;114800;114700;114760;801;;;;;;113550;113570;113520;113530;110950;111000;110950;110970;112580;112630;112570;112630
SPFB,RTS-12,18;1;10,10,2018;11:09;114760;114760;114670;114680;789;;;;;;113520;113530;113460;113480;110960;111030;110960;111000;112630;112650;112600;112640
SPFB,RTS-12,18;1;10,10,2018;11:10;114680;114700;114600;114680;1558;;;;;;113480;113490;113360;113400;110980;111060;110980;111030;112640;112640;112580;112580
SPFB,RTS-12,18;1;10,10,2018;11:11;114680;114740;114640;114720;1047;;;;;;113390;113430;113330;113350;111040;111070;111000;111000;112580;112600;112560;112580
SPFB,RTS-12,18;1;10,10,2018;11:12;114730;114770;114710;114730;351;;;;;;113350;113380;113310;113330;111010;111020;110980;111010;112560;112580;112540;112560
SPFB,RTS-12,18;1;10,10,2018;11:13;114730;114800;114720;114780;660;;;;;;113330;113360;113300;113320;111010;111150;111000;111090;112560;112560;112520;112560
SPFB,RTS-12,18;1;10,10,2018;11:14;114780;114790;114720;114740;296;;;;;;113320;113440;113320;113430;111100;111110;111070;111080;112560;112620;112520;112600
SPFB,RTS-12,18;1;10,10,2018;11:15;114740;114780;114690;114690;434;;;;;;113430;113450;113410;113430;111090;111230;111090;111190;112600;112620;112570;112620
SPFB,RTS-12,18;1;10,10,2018;11:16;114700;114750;114690;114740;694;;;;;;113440;113450;113380;113390;111200;111230;111170;111180;112620;112660;112600;112600
SPFB,RTS-12,18;1;10,10,2018;11:17;114740;114780;114680;114700;309;;;;;;113390;113450;113370;113410;111180;111210;111170;111180;112600;112640;112580;112640
SPFB,RTS-12,18;1;10,10,2018;11:18;114710;114730;114670;114710;224;;;;;;113410;113440;113390;113430;111190;111220;111160;111180;112620;112620;112570;112600
SPFB,RTS-12,18;1;10,10,2018;11:19;114710;114740;114690;114740;230;;;;;;113430;113590;113420;113550;111180;111200;111150;111190;112610;112630;112590;112620
SPFB,RTS-12,18;1;10,10,2018;11:20;114750;114770;114700;114730;557;;;;;;113570;113590;113520;113560;111180;111190;111150;111190;112620;112650;112620;112630
SPFB,RTS-12,18;1;10,10,2018;11:21;114740;114800;114710;114780;347;;;;;;113570;113610;113550;113590;111190;111200;111140;111160;112650;112690;112650;112650
SPFB,RTS-12,18;1;10,10,2018;11:22;114780;114780;114730;114770;200;;;;;;113570;113600;113550;113570;111160;111190;111150;111150;112650;112650;112570;112580
SPFB,RTS-12,18;1;10,10,2018;11:23;114770;114870;114750;114850;610;;;;;;113590;113600;113550;113560;111160;111170;111120;111130;112610;112630;112570;112580
SPFB,RTS-12,18;1;10,10,2018;11:24;114840;114960;114820;114960;874;;;;;;113550;113610;113550;113590;111140;111210;111130;111210;112570;112620;112550;112600
SPFB,RTS-12,18;1;10,10,2018;11:25;114940;115030;114900;114950;2433;;;;;;113580;113600;113530;113560;111190;111230;111190;111220;112600;112600;112520;112530
SPFB,RTS-12,18;1;10,10,2018;11:26;114950;114950;114890;114930;623;;;;;;113550;113630;113550;113590;111220;111220;111150;111170;112530;112540;112510;112510
SPFB,RTS-12,18;1;10,10,2018;11:27;114930;114930;114850;114890;210;;;;;;113600;113620;113580;113590;111170;111180;111150;111170;112530;112530;112430;112460
SPFB,RTS-12,18;1;10,10,2018;11:28;114890;114890;114800;114800;386;;;;;;113600;113610;113570;113580;111180;111180;111130;111150;112460;112490;112410;112470
SPFB,RTS-12,18;1;10,10,2018;11:29;114800;114870;114790;114860;558;;;;;;113600;113620;113590;113620;111150;111190;111140;111180;112470;112520;112460;112510
SPFB,RTS-12,18;1;10,10,2018;11:30;114850;114880;114830;114850;177;;;;;;113620;113650;113610;113650;111180;111240;111150;111220;112500;112520;112460;112460
SPFB,RTS-12,18;1;10,10,2018;11:31;114860;114870;114800;114800;274;;;;;;113650;113700;113630;113660;111220;111240;111180;111180;112470;112500;112460;112490
SPFB,RTS-12,18;1;10,10,2018;11:32;114800;114870;114800;114850;379;;;;;;113670;113710;113650;113660;111170;111290;111170;111240;112460;112520;112440;112500
SPFB,RTS-12,18;1;10,10,2018;11:33;114860;115070;114850;115050;2233;;;;;;113660;113660;113600;113620;111240;111280;111240;111260;112510;112540;112500;112520
SPFB,RTS-12,18;1;10,10,2018;11:34;115040;115170;115010;115150;1472;;;;;;113630;113630;113560;113570;111260;111280;111240;111240;112520;112590;112520;112520
SPFB,RTS-12,18;1;10,10,2018;11:35;115150;115300;115120;115220;2739;;;;;;113570;113610;113560;113600;111250;111250;111210;111220;112530;112560;112510;112520
SPFB,RTS-12,18;1;10,10,2018;11:36;115210;115380;115210;115330;1706;;;;;;113610;113640;113570;113570;111220;111220;111180;111190;112540;112580;112510;112520
SPFB,RTS-12,18;1;10,10,2018;11:37;115340;115340;115240;115250;740;;;;;;113570;113600;113550;113570;111180;111210;111180;111180;112520;112540;112470;112490
SPFB,RTS-12,18;1;10,10,2018;11:38;115250;115310;115220;115310;356;;;;;;113560;113600;113550;113570;111180;111210;111160;111190;112490;112570;112490;112560
SPFB,RTS-12,18;1;10,10,2018;11:39;115310;115330;115270;115270;396;;;;;;113560;113590;113540;113550;111200;111200;111190;111190;112570;112600;112560;112570
SPFB,RTS-12,18;1;10,10,2018;11:40;115270;115340;115260;115330;399;;;;;;113540;113570;113500;113540;111200;111200;111160;111170;112570;112580;112530;112530
SPFB,RTS-12,18;1;10,10,2018;11:41;115340;115350;115280;115320;753;;;;;;113550;113600;113550;113590;111170;111170;111120;111120;112530;112550;112500;112530
SPFB,RTS-12,18;1;10,10,2018;11:42;115320;115390;115290;115360;996;;;;;;113600;113640;113590;113630;111120;111130;111040;111050;112540;112590;112530;112580
SPFB,RTS-12,18;1;10,10,2018;11:43;115370;115450;115360;115390;686;;;;;;113630;113650;113590;113590;111060;111110;111030;111050;112580;112660;112570;112660
SPFB,RTS-12,18;1;10,10,2018;11:44;115400;115420;115190;115190;1409;;;;;;113580;113600;113550;113560;111060;111110;111040;111090;112660;112670;112630;112670
SPFB,RTS-12,18;1;10,10,2018;11:45;115190;115260;115130;115150;1625;;;;;;113540;113560;113520;113560;111100;111180;111100;111110;112670;112700;112640;112690
SPFB,RTS-12,18;1;10,10,2018;11:46;115160;115200;115000;115070;2354;;;;;;113550;113550;113500;113520;111130;111170;111130;111160;112680;112730;112680;112720
SPFB,RTS-12,18;1;10,10,2018;11:47;115060;115120;115060;115060;212;;;;;;113530;113540;113500;113530;111150;111210;111150;111170;112720;112730;112700;112720
SPFB,RTS-12,18;1;10,10,2018;11:48;115080;115180;115080;115140;649;;;;;;113550;113580;113550;113560;111170;111180;111150;111160;112720;112770;112720;112770
SPFB,RTS-12,18;1;10,10,2018;11:49;115130;115150;115100;115100;221;;;;;;113550;113560;113490;113500;111170;111250;111170;111210;112770;112910;112770;112820
SPFB,RTS-12,18;1;10,10,2018;11:50;115110;115110;115010;115020;501;;;;;;113490;113490;113470;113480;111200;111270;111200;111250;112830;112880;112800;112850
SPFB,RTS-12,18;1;10,10,2018;11:51;115010;115100;115010;115050;404;;;;;;113480;113510;113400;113430;111230;111330;111230;111300;112850;112860;112800;112800
SPFB,RTS-12,18;1;10,10,2018;11:52;115060;115070;114970;114990;652;;;;;;113420;113420;113380;113410;111310;111320;111280;111310;112800;112820;112790;112800
SPFB,RTS-12,18;1;10,10,2018;11:53;115000;115040;114980;115000;131;;;;;;113410;113510;113410;113490;111310;111310;111250;111270;112810;112840;112780;112780
SPFB,RTS-12,18;1;10,10,2018;11:54;115000;115050;114980;114980;283;;;;;;113480;113520;113480;113520;111260;111270;111220;111240;112780;112820;112750;112780
SPFB,RTS-12,18;1;10,10,2018;11:55;114980;114980;114920;114940;541;;;;;;113520;113540;113500;113530;111230;111260;111210;111210;112790;112800;112750;112780
SPFB,RTS-12,18;1;10,10,2018;11:56;114940;115040;114930;115020;459;;;;;;113550;113550;113520;113550;111220;111230;111190;111210;112780;112890;112780;112860
SPFB,RTS-12,18;1;10,10,2018;11:57;115020;115050;115000;115050;210;;;;;;113550;113560;113490;113490;111210;111210;111170;111200;112860;112940;112820;112910
SPFB,RTS-12,18;1;10,10,2018;11:58;115060;115070;115040;115070;148;;;;;;113490;113500;113460;113470;111200;111230;111190;111220;112910;112920;112840;112910
SPFB,RTS-12,18;1;10,10,2018;11:59;115080;115120;115070;115090;365;;;;;;113480;113500;113410;113410;111210;111210;111170;111190;112910;112920;112840;112850
SPFB,RTS-12,18;1;10,10,2018;12:00;115090;115090;114960;115000;391;;;;;;113410;113480;113400;113440;111190;111190;111150;111170;112850;112870;112810;112830
SPFB,RTS-12,18;1;10,10,2018;12:01;114990;115010;114880;114940;932;;;;;;113450;113460;113410;113440;111170;111180;111160;111170;112830;112870;112830;112870
SPFB,RTS-12,18;1;10,10,2018;12:02;114930;115000;114920;114940;366;;;;;;113430;113460;113370;113440;111160;111190;111160;111170;112860;112890;112840;112860
SPFB,RTS-12,18;1;10,10,2018;12:03;114950;115150;114920;115140;1463;;;;;;113430;113450;113400;113410;111170;111200;111150;111190;112860;112860;112810;112810
SPFB,RTS-12,18;1;10,10,2018;12:04;115130;115310;115040;115220;1829;;;;;;113410;113430;113380;113390;111190;111240;111190;111210;112810;112850;112790;112810
SPFB,RTS-12,18;1;10,10,2018;12:05;115220;115290;115210;115250;554;;;;;;113380;113390;113340;113370;111200;111220;111180;111190;112800;112870;112800;112860
SPFB,RTS-12,18;1;10,10,2018;12:06;115250;115250;115200;115250;277;;;;;;113370;113370;113330;113340;111200;111210;111180;111180;112850;112900;112820;112840
SPFB,RTS-12,18;1;10,10,2018;12:07;115240;115270;115200;115210;416;;;;;;113340;113380;113280;113370;111180;111180;111130;111160;112850;112860;112820;112830
SPFB,RTS-12,18;1;10,10,2018;12:08;115210;115280;115190;115280;288;;;;;;113350;113400;113350;113360;111160;111180;111150;111150;112830;112860;112820;112840
SPFB,RTS-12,18;1;10,10,2018;12:09;115270;115290;115240;115280;172;;;;;;113380;113400;113340;113350;111160;111160;111130;111150;112850;112870;112830;112850
SPFB,RTS-12,18;1;10,10,2018;12:10;115290;115420;115290;115350;1537;;;;;;113370;113410;113360;113390;111150;111160;111110;111110;112860;112870;112820;112820
SPFB,RTS-12,18;1;10,10,2018;12:11;115360;115370;115270;115310;544;;;;;;113390;113400;113310;113330;111120;111140;111110;111120;112830;112840;112820;112820
SPFB,RTS-12,18;1;10,10,2018;12:12;115290;115440;115290;115410;710;;;;;;113330;113370;113320;113330;111110;111140;111110;111130;112810;112840;112810;112820
SPFB,RTS-12,18;1;10,10,2018;12:13;115400;115470;115380;115470;1264;;;;;;113320;113340;113260;113260;111130;111130;111080;111080;112830;112830;112780;112790
SPFB,RTS-12,18;1;10,10,2018;12:14;115470;115600;115460;115570;3084;;;;;;113260;113260;113140;113220;111080;111090;111030;111070;112780;112810;112770;112790
SPFB,RTS-12,18;1;10,10,2018;12:15;115560;115580;115480;115510;998;;;;;;113220;113230;113150;113180;111070;111080;111000;111010;112800;112830;112770;112800
SPFB,RTS-12,18;1;10,10,2018;12:16;115520;115570;115480;115540;729;;;;;;113160;113250;113160;113240;111000;111000;110970;110980;112810;112820;112770;112780
